country,points,price,province,region_1,region_2,variety,winery
US,86,11.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Purple Cowboy
US,86,33.0,California,California,California Other,Grenache,Melée
US,86,59.0,California,Lodi,Central Valley,Cabernet Sauvignon,The Dancing Fox
US,85,24.0,California,Sonoma,Sonoma,Pinot Noir,MacMurray Ranch
US,88,36.0,California,Dry Creek Valley,Sonoma,Petite Sirah,Byington
US,93,48.0,California,Ballard Canyon,Central Coast,Grenache,Beckmen
US,91,22.0,California,Napa County,Napa,Sparkling Blend,Mumm Napa
US,89,20.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Treos
US,86,19.0,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Chateau Lafayette Reneau
US,88,44.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Efeste
US,87,13.0,New York,Finger Lakes,Finger Lakes,Riesling,Lamoreaux Landing
US,90,38.0,California,Russian River Valley,Sonoma,Pinot Noir,Rally Point Wines
US,84,25.0,California,Dry Creek Valley,Sonoma,Cabernet Sauvignon,Plungerhead
US,87,65.0,California,Santa Ynez Valley,Central Coast,Cabernet Sauvignon,Coghlan
US,86,26.0,California,Sonoma County,Sonoma,Chardonnay,Geyser Peak
US,87,20.0,California,California,California Other,Malbec,Vin Vault
US,83,9.0,California,California,California Other,Sauvignon Blanc,Buffalo Grove
US,92,38.0,California,Santa Ynez Valley,Central Coast,Syrah,Larner
US,92,80.0,California,Sierra Foothills,Sierra Foothills,Syrah,Domaine de la Terre Rouge
US,96,100.0,California,Russian River Valley,Sonoma,Pinot Noir,J. Rochioli
US,89,19.0,California,Santa Maria Valley,Central Coast,Syrah,Cambria
US,82,12.0,California,California,California Other,Cabernet Sauvignon,Congress Springs
US,87,12.0,California,California,California Other,Cabernet Sauvignon,Geyser Peak
US,89,38.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Damsel
US,92,64.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Testarossa
US,91,50.0,California,Russian River Valley,Sonoma,Pinot Noir,Corner 103
US,90,45.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Januik
US,91,37.0,California,Santa Maria Valley,Central Coast,Chardonnay,Foxen
US,86,13.0,California,Santa Barbara County,Central Coast,Chardonnay,Cameron Hughes
US,88,15.0,Washington,Yakima Valley,Columbia Valley,Syrah,Columbia Winery
US,92,40.0,California,Russian River Valley,Sonoma,Chardonnay,J Vineyards & Winery
US,83,55.0,California,Napa Valley,Napa,Red Blend,Tiedemann
US,86,24.0,California,El Dorado County,Sierra Foothills,Syrah,Morse
US,86,35.0,California,Paso Robles,Central Coast,Malbec,Clayhouse
US,90,25.0,California,Sonoma Valley,Sonoma,Zinfandel,Wellington
US,86,25.0,California,Edna Valley,Central Coast,Albariño,Bodegas M
US,90,40.0,California,Napa Valley,Napa,Red Blend,Hess Collection
US,93,85.0,California,Napa Valley,Napa,Cabernet Sauvignon,Les Belles Collines
US,91,58.0,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Tenor
US,89,49.0,California,Santa Cruz Mountains,Central Coast,Bordeaux-style Red Blend,Black Ridge
US,92,50.0,California,Sonoma Coast,Sonoma,Pinot Noir,Pahlmeyer
US,87,25.0,Oregon,Applegate Valley,Southern Oregon,Cabernet Franc,Plaisance Ranch
US,87,21.0,California,Paso Robles,Central Coast,Red Blend,Tower 15
US,88,42.0,California,Napa Valley,Napa,Cabernet Franc,Markham
US,88,35.0,Washington,Yakima Valley,Columbia Valley,Cabernet Sauvignon,Telaya
US,88,25.0,California,Monterey,Central Coast,Pinot Noir,Fog Head
US,91,35.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Le Vigne
US,84,20.0,California,Paso Robles,Central Coast,Red Blend,Wild Coyote
US,91,35.0,California,Livermore Valley,Central Coast,Cabernet Sauvignon,Entropy Cellars
US,92,40.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Rendarrio Vineyards
US,88,20.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Helix by Reininger
US,94,70.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Domaine Serene
US,89,45.0,Washington,Columbia Gorge (WA),Washington Other,Chardonnay,Ashan
US,91,50.0,Washington,Columbia Valley (WA),Columbia Valley,Rhône-style Red Blend,Rasa
US,87,38.0,California,Russian River Valley,Sonoma,Pinot Noir,Ketcham Estate
US,93,90.0,California,Stags Leap District,Napa,Petite Sirah,Stags' Leap Winery
US,90,20.0,New York,Finger Lakes,Finger Lakes,Chardonnay,Hazlitt 1852 Vineyards
US,89,35.0,Washington,Walla Walla Valley (WA),Columbia Valley,Malbec,Bunchgrass
US,94,90.0,California,Mt. Harlan,Central Coast,Pinot Noir,Calera
US,90,125.0,California,Oakville,Napa,Cabernet Sauvignon,Provenance Vineyards
US,93,35.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Sokol Blosser
US,88,24.0,California,Lodi,Central Valley,Syrah,Fields Family
US,85,35.0,California,Sonoma County,Sonoma,Petite Sirah,Prospero
US,91,30.0,California,Russian River Valley,Sonoma,Pinot Noir,Marimar Torres
US,87,19.0,California,Alexander Valley,Sonoma,Merlot,Geyser Peak
US,87,30.0,California,Sonoma Coast,Sonoma,Pinot Gris,Keller Estate
US,91,35.0,California,California,California Other,Cabernet Sauvignon,Enkidu
US,89,18.0,California,Central Coast,Central Coast,Chardonnay,Broadside
US,86,18.0,California,Lodi,Central Valley,White Blend,Incognito
US,84,10.0,California,California,California Other,Zinfandel,Dancing Bull
US,90,19.0,California,Napa Valley,Napa,Sparkling Blend,Mumm Napa
US,84,26.0,California,Napa Valley,Napa,Merlot,White Oak
US,85,29.0,California,Santa Barbara County,Central Coast,Pinot Noir,Anonymous
US,87,100.0,California,Rutherford,Napa,Cabernet Sauvignon,Nickel & Nickel
US,84,34.0,California,Santa Barbara County,Central Coast,Sangiovese-Syrah,Scott Cellars
US,88,38.0,California,Sonoma Coast,Sonoma,Chardonnay,La Follette
US,88,24.0,California,Santa Barbara County,Central Coast,Riesling,Fess Parker
US,88,42.0,California,Happy Canyon of Santa Barbara,Central Coast,Sauvignon Blanc,Dragonette
US,91,39.0,Washington,Walla Walla Valley (WA),Columbia Valley,Merlot,Reininger
US,93,44.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,a-non-ah-mus
US,91,9.0,Washington,Columbia Valley (WA),Columbia Valley,Riesling,Chateau Ste. Michelle
US,90,35.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,Matias Wines
US,87,25.0,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Rooster Hill
US,91,40.0,California,Sta. Rita Hills,Central Coast,Syrah,Lafond
US,90,12.0,Washington,Columbia Valley (WA),Columbia Valley,Rosé,Charles & Charles
US,90,20.0,California,Sonoma County,Sonoma,Pinot Noir,Bruliam
US,88,40.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Seufert
US,91,25.0,California,Lodi,Central Valley,Cabernet Sauvignon,Mettler Family Vineyards
US,86,16.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Sagelands
US,86,28.0,California,Livermore Valley,Central Coast,Pinot Grigio,Las Positas
US,89,16.0,New York,Seneca Lake,Finger Lakes,Riesling,Atwater
US,86,20.0,California,Santa Ynez Valley,Central Coast,Syrah,Santa Barbara Winery
US,90,34.0,California,Paso Robles,Central Coast,Syrah,Écluse
US,90,50.0,California,Russian River Valley,Sonoma,Pinot Noir,Joseph Jewell
US,91,45.0,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Byington
US,88,45.0,California,Santa Cruz Mountains,Central Coast,Chardonnay,Black Ridge
US,90,22.0,California,Monterey County,Central Coast,Chardonnay,Le P'tit Paysan
US,85,12.0,California,California,California Other,Moscato,Martin & Weyrich
US,88,20.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Purple Heart Wines
US,88,20.0,California,Sonoma County,Sonoma,Chardonnay,Decoy
US,91,60.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Winderlea
US,84,24.0,Washington,Walla Walla Valley (WA),Columbia Valley,Malbec,Righteous
US,93,60.0,California,Ballard Canyon,Central Coast,Syrah,Kimsey
US,92,36.0,California,Russian River Valley,Sonoma,Pinot Noir,Joseph Swan Vineyards
US,84,12.0,California,Lodi,Central Valley,Chardonnay,Peirano
US,87,15.0,California,Monterey County,Central Coast,Chardonnay,No
US,92,35.0,Washington,Yakima Valley,Columbia Valley,Syrah,Syncline
US,93,36.0,California,California,California Other,Red Blend,Big Basin
US,92,30.0,California,San Luis Obispo County,Central Coast,Pinot Noir,Sinor-LaVallee
US,88,30.0,Washington,Columbia Valley (WA),Columbia Valley,Grenache,Ocelli
US,93,199.0,California,Napa Valley,Napa,Cabernet Sauvignon,Tobacco Road
US,92,37.0,California,Dry Creek Valley,Sonoma,Zinfandel,Carlisle
US,87,16.0,California,Lodi,Central Valley,Zinfandel,Seven Deadly Zins
US,88,35.0,California,Napa Valley,Napa,Zinfandel,Grgich Hills
US,90,14.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Lujon
US,95,70.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Tantara
US,93,52.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,St. Francis
US,88,45.0,California,Santa Barbara County,Central Coast,Syrah,Nagy
US,85,30.0,California,Santa Cruz Mountains,Central Coast,Chardonnay,Russian Ridge
US,90,48.0,California,Napa Valley,Napa,Merlot,Shafer
US,92,56.0,California,Yorkville Highlands,North Coast,Pinot Noir,Williams Selyem
US,88,40.0,California,El Dorado,Sierra Foothills,Syrah,Donkey & Goat
US,85,20.0,Washington,Red Mountain,Columbia Valley,Syrah,Murray
US,89,24.0,Washington,Horse Heaven Hills,Columbia Valley,Merlot,Chateau Ste. Michelle
US,86,16.0,California,Temecula Valley,South Coast,Sauvignon Blanc,South Coast
US,91,95.0,California,Rutherford,Napa,Cabernet Sauvignon,Keating
US,88,53.0,California,Napa Valley,Napa,Cabernet Sauvignon,Stags' Leap Winery
US,96,70.0,California,Russian River Valley,Sonoma,Pinot Noir,Lynmar
US,94,175.0,California,Napa Valley,Napa,Red Blend,Pahlmeyer
US,90,32.0,California,Russian River Valley,Sonoma,Chardonnay,MacRostie
US,91,35.0,California,Marin County,North Coast,Pinot Noir,Kendric
US,87,36.0,California,Napa Valley,Napa,Merlot,Silenus
US,93,70.0,California,Sonoma County-Napa County,Napa-Sonoma,Cabernet Franc,Pride Mountain
US,91,45.0,California,Carneros,Napa-Sonoma,Chardonnay,Bennett Lane
US,84,14.0,California,California,California Other,White Blend,Apothic
US,91,30.0,Washington,Washington,Washington Other,Red Blend,Walla Walla Vintners
US,91,19.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Elevation Cellars
US,94,70.0,California,Russian River Valley,Sonoma,Pinot Noir,Della
US,87,26.0,Oregon,Rogue Valley,Southern Oregon,Tempranillo-Garnacha,Jaxon
US,88,25.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Santa Barbara Winery
US,91,30.0,California,Lodi,Central Valley,Zinfandel,Klinker Brick
US,90,34.0,Washington,Yakima Valley,Columbia Valley,Red Blend,Brian Carter Cellars
US,88,16.0,California,Napa Valley,Napa,Sauvignon Blanc,Frog's Leap
US,92,28.0,California,Mt. Harlan,Central Coast,Chardonnay,Calera
US,91,45.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Dusted Valley
US,92,45.0,California,Russian River Valley,Sonoma,Syrah-Tempranillo,Marimar Estate
US,93,46.0,California,Santa Barbara County,Central Coast,Pinot Noir,Enticer
US,90,28.0,California,Napa Valley,Napa,Merlot,Whitehall Lane
US,90,90.0,California,Napa Valley,Napa,Cabernet Sauvignon,B Cellars
US,85,16.0,California,Sonoma County,Sonoma,Pinot Noir,Courtney Benham
US,85,30.0,California,Dry Creek Valley,Sonoma,Grenache,Unti
US,90,55.0,California,Napa Valley,Napa,Cabernet Sauvignon,Bell
US,86,15.0,California,Lodi,Central Valley,Zinfandel,R35
US,89,60.0,California,Napa Valley,Napa,Cabernet Sauvignon,The Terraces
US,88,23.0,Washington,Columbia Valley (WA),Columbia Valley,Sauvignon Blanc-Semillon,Cadaretta
US,85,33.0,California,Paso Robles,Central Coast,Bordeaux-style Red Blend,Martin & Weyrich
US,88,15.0,New York,Finger Lakes,Finger Lakes,Gewürztraminer,Lakewood
US,85,42.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Middle Ridge
US,92,50.0,California,Mount Veeder,Napa,Cabernet Sauvignon,Hess Collection
US,87,25.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Ancestry
US,89,32.0,California,Sta. Rita Hills,Central Coast,Syrah,Kessler-Haak
US,89,27.0,California,Carneros-Napa Valley,Napa,Pinot Noir,Acacia
US,82,40.0,California,Russian River Valley,Sonoma,Pinot Noir,La Crema
US,87,18.0,California,Sta. Rita Hills,Central Coast,Pinot Gris,Carr
US,87,45.0,California,Sonoma Valley,Sonoma,Cabernet Sauvignon,Y Rousseau
US,92,45.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Scott Paul
US,90,39.0,California,Livermore Valley,Central Coast,Cabernet Sauvignon,McGrail
US,93,95.0,California,Napa Valley,Napa,Cabernet Sauvignon,Darioush
US,91,50.0,California,Carneros,Napa-Sonoma,Chardonnay,Nickel & Nickel
US,90,35.0,California,Monterey,Central Coast,Pinot Noir,Wrath
US,90,32.0,Washington,Columbia Valley (WA),Columbia Valley,Malbec,Patterson
US,89,50.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Amalie Robert
US,91,24.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,King Estate
US,91,45.0,California,Napa Valley,Napa,Petite Sirah,Spellbound
US,86,16.0,California,Napa Valley,Napa,Chenin Blanc,Ballentine
US,89,36.0,California,Amador County,Sierra Foothills,Red Blend,Fiddletown Cellars
US,93,50.0,California,Russian River Valley,Sonoma,Pinot Noir,Siduri
US,89,34.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Erath
US,91,32.0,California,Paso Robles,Central Coast,Grenache,Grey Wolf Cellars
US,85,12.0,California,California,California Other,Cabernet Sauvignon,Pennywise
US,90,12.0,California,California,California Other,Pinot Noir,Bogle
US,89,24.0,Washington,Horse Heaven Hills,Columbia Valley,Rosé,Columbia Winery
US,94,68.0,California,Russian River Valley,Sonoma,Chardonnay,Rochioli
US,85,39.0,California,Suisun Valley,North Coast,Red Blend,Vezer Family Vineyard
US,90,19.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Three Rivers
US,87,13.0,California,Sonoma County,Sonoma,Chardonnay,Lyeth
US,93,100.0,California,Diamond Mountain District,Napa,Bordeaux-style Red Blend,Von Strasser
US,88,18.0,Washington,Columbia Valley (WA),Columbia Valley,Sauvignon Blanc,Three Rivers
US,90,22.0,California,Dunnigan Hills,Central Valley,Red Blend,Tinto Rey
US,87,45.0,California,Temecula Valley,South Coast,Zinfandel,Lorenzi Estate
US,90,25.0,California,Napa Valley,Napa,Cabernet Sauvignon,B Side
US,87,30.0,Washington,Red Mountain,Columbia Valley,Merlot,Hightower
US,82,24.0,California,Central Coast,Central Coast,Chardonnay,Monthaven
US,91,34.0,California,Russian River Valley,Sonoma,Pinot Noir,Peter Paul Wines
US,86,24.0,California,Calaveras County,Sierra Foothills,Zinfandel,Newsome-Harlow
US,91,40.0,Washington,Red Mountain,Columbia Valley,Red Blend,Soos Creek
US,91,40.0,California,Central Coast,Central Coast,Rhône-style Red Blend,Comartin
US,84,13.0,California,Lodi,Central Valley,Cabernet Sauvignon,Cable Car
US,84,8.0,California,California,California Other,Sauvignon Blanc,Woodbridge by Robert Mondavi
US,86,23.0,California,North Coast,North Coast,Cabernet Sauvignon-Merlot,Surh Luchtel
US,87,15.0,California,Napa Valley,Napa,Chardonnay,Dominican Oaks
US,91,44.0,California,Russian River Valley,Sonoma,Pinot Noir,Dutton-Goldfield
US,87,52.0,California,Calistoga,Napa,Cabernet Sauvignon,Zahtila
US,82,10.0,California,California,California Other,Pinot Grigio,Jenica Peak
US,90,54.0,California,Napa Valley,Napa,Merlot,Cakebread
US,87,25.0,New York,Finger Lakes,Finger Lakes,Cabernet Sauvignon,Atwater
US,83,26.0,California,Alexander Valley,Sonoma,Merlot,Sebastiani
US,91,60.0,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Rasa
US,86,17.0,California,Sonoma County,Sonoma,Chardonnay,Stephen Vincent
US,88,23.0,California,Sierra Foothills,Sierra Foothills,Grenache,Naggiar
US,91,42.0,California,Dry Creek Valley,Sonoma,Cabernet Sauvignon,Sbragia
US,88,18.0,Washington,Yakima Valley,Columbia Valley,Red Blend,Airfield Estates
US,82,13.0,New York,Finger Lakes,Finger Lakes,Chardonnay,Lucas Vineyards
US,84,18.0,Washington,Wahluke Slope,Columbia Valley,Merlot,Desert Wind
US,92,21.0,California,Santa Barbara-Monterey,North Coast,Chardonnay,Kendall-Jackson
US,90,18.0,New York,Finger Lakes,Finger Lakes,Riesling,Anthony Nappa
US,93,64.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Foxen
US,86,35.0,California,Sonoma Valley,Sonoma,Merlot,Korbin Kameron
US,90,38.0,California,Dry Creek Valley,Sonoma,Petite Sirah,Wilson
US,91,20.0,Washington,Yakima Valley,Columbia Valley,Riesling,Apex
US,91,60.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Sokol Blosser
US,88,80.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Gorman
US,91,37.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Timothy Malone
US,86,28.0,California,Clements Hills,Central Valley,Graciano,Riaza
US,88,20.0,California,Amador County,Sierra Foothills,Red Blend,Andis
US,80,14.0,California,California,California Other,Cabernet Sauvignon,Heavyweight
US,92,50.0,Washington,Walla Walla Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Spring Valley Vineyard
US,93,42.0,California,El Pomar District,Central Coast,Cabernet Sauvignon,Sextant
US,90,55.0,California,Napa Valley,Napa,Red Blend,Jacob Franklin
US,86,40.0,California,Napa Valley,Napa,Sparkling Blend,Schramsberg
US,91,75.0,California,Oak Knoll District,Napa,Bordeaux-style Red Blend,Trefethen
US,87,22.0,California,Oak Knoll District,Napa,Chardonnay,Materra Cunat Family Vineyards
US,85,20.0,California,Amador County,Sierra Foothills,Zinfandel,Medusa
US,92,55.0,Oregon,Oregon,Oregon Other,Pinot Noir,King Estate
US,90,45.0,California,Russian River Valley,Sonoma,Pinot Noir,Windsor Oaks
US,91,55.0,California,Calistoga,Napa,Petite Sirah,Chase
US,89,45.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Seven Hills
US,88,29.0,Washington,Yakima Valley,Columbia Valley,Chardonnay,Dusted Valley
US,91,23.0,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Novelty Hill
US,88,16.0,Washington,Rattlesnake Hills,Columbia Valley,Syrah,Roza Ridge
US,90,24.0,California,Fort Ross-Seaview,Sonoma,Pinot Noir,Fort Ross
US,85,40.0,California,Sonoma County,Sonoma,Grenache-Syrah,Donelan
US,85,9.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Covey Run
US,87,39.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cabernet Sauvignon,Three Rivers
US,90,42.0,California,Dry Creek Valley,Sonoma,Zinfandel,Papapietro Perry
US,86,10.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Merlot,Snoqualmie
US,88,43.0,California,California,California Other,Red Blend,Bel Vino
US,88,20.0,California,Sierra Foothills,Sierra Foothills,Cabernet Franc,Ironstone
US,82,15.0,California,Paso Robles,Central Coast,Chardonnay,Picnic at Pomar Junction
US,88,80.0,California,Napa Valley,Napa,Chardonnay,Signorello
US,90,18.0,Washington,Yakima Valley,Columbia Valley,Bordeaux-style Red Blend,Airfield Estates
US,91,34.0,Washington,Walla Walla Valley (WA),Columbia Valley,Red Blend,Reininger
US,82,48.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Manzoni
US,88,49.0,California,Sonoma Coast,Sonoma,Pinot Noir,Fort Ross
US,89,18.0,California,Santa Barbara County,Central Coast,Sauvignon Blanc,Lucas & Lewellen
US,87,25.0,Oregon,Oregon,Oregon Other,Pinot Noir,Portlandia
US,88,15.0,California,California,California Other,Zinfandel,3 Ball
US,94,88.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Fiddlehead
US,86,15.0,New York,Seneca Lake,Finger Lakes,Chardonnay,Bellangelo
US,88,30.0,California,Carneros,Napa-Sonoma,Chardonnay,Truchard
US,93,38.0,California,Russian River Valley,Sonoma,Chardonnay,Gary Farrell
US,89,25.0,Washington,Yakima Valley,Columbia Valley,Red Blend,Kestrel
US,89,16.0,Washington,Horse Heaven Hills,Columbia Valley,Rosé,Julia's Dazzle
US,81,13.0,California,Central Coast,Central Coast,Chardonnay,Acumen
US,88,44.0,California,Sonoma Coast,Sonoma,Pinot Noir,Roadhouse Winery
US,92,80.0,California,Napa Valley,Napa,Cabernet Sauvignon,The Grade
US,88,35.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Hendry
US,84,30.0,California,Napa Valley,Napa,Merlot,Emmolo
US,91,45.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Lachini
US,88,45.0,California,Sonoma Mountain,Sonoma,Cabernet Sauvignon,Ancient Oak Cellars
US,92,45.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Domaine Drouhin Oregon
US,88,15.0,California,Sonoma Valley,Sonoma,Zinfandel,Valley of the Moon
US,90,42.0,California,Napa Valley,Napa,Red Blend,Bennett Lane
US,91,42.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Foundry Vineyards
US,92,58.0,California,Napa Valley,Napa,Pinot Noir,Corley
US,85,13.0,California,North Coast,North Coast,Petite Sirah,Fleur
US,94,45.0,California,Paso Robles,Central Coast,Red Blend,Oso Libre
US,86,13.0,Washington,Columbia Valley (WA),Columbia Valley,Sangiovese,Cavatappi
US,86,15.0,California,Central Coast,Central Coast,Merlot,Hayes Valley
US,84,18.0,California,Paso Robles,Central Coast,Syrah,Robert Hall
US,85,20.0,Oregon,Rogue Valley,Southern Oregon,Merlot,Weisinger's of Ashland
US,90,56.0,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Sparkman
US,88,28.0,California,Edna Valley,Central Coast,Chardonnay,Seven Angels
US,92,20.0,California,Lodi,Central Valley,Red Blend,Freakshow
US,90,27.0,California,Paso Robles Willow Creek District,Central Coast,Ugni Blanc,Paix Sur Terre
US,91,60.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Hawkes
US,91,55.0,Washington,Walla Walla Valley (WA),Columbia Valley,Bordeaux-style Red Blend,L'Ecole No. 41
US,88,40.0,California,Dry Creek Valley,Sonoma,Malbec,Mounts
US,92,27.0,Oregon,Willamette Valley,Willamette Valley,Riesling,Love & Squalor
US,92,25.0,Oregon,Eola-Amity Hills,Willamette Valley,Riesling,Ovum
US,92,32.0,New York,Seneca Lake,Finger Lakes,Champagne Blend,Hermann J. Wiemer
US,87,60.0,California,Sonoma Valley,Sonoma,Zinfandel,Ravenswood
US,85,19.0,Oregon,Oregon,Oregon Other,Chardonnay,Oak Knoll
US,93,55.0,California,Sonoma Mountain,Sonoma,Bordeaux-style Red Blend,Korbin Kameron
US,90,50.0,California,Mount Veeder,Napa,Chardonnay,VGS Chateau Potelle
US,88,75.0,California,Napa Valley,Napa,Cabernet Sauvignon,Altvs
US,91,35.0,California,Carneros,Napa-Sonoma,Chardonnay,Merryvale
US,91,28.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Basel Cellars
US,92,29.0,Oregon,Chehalem Mountains,Willamette Valley,Riesling,Chehalem
US,94,225.0,California,Oakville,Napa,Cabernet Sauvignon,The Vineyard House
US,90,42.0,Washington,Horse Heaven Hills,Columbia Valley,Syrah,Mercer
US,86,8.0,California,California,California Other,Pinot Grigio,Woodbridge by Robert Mondavi
US,82,15.0,New York,Finger Lakes,Finger Lakes,Pinot Grigio,Mazza Chautauqua Cellars
US,90,30.0,Washington,Red Mountain,Columbia Valley,Red Blend,Seven Hills
US,89,17.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Ancient Peaks
US,88,40.0,California,San Benito County,Central Coast,Gewürztraminer,Williams Selyem
US,89,30.0,California,Russian River Valley,Sonoma,Pinot Noir,Balverne
US,90,22.0,California,Napa Valley,Napa,Sparkling Blend,Mumm Napa
US,89,34.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Melville
US,92,36.0,Washington,Washington,Washington Other,Chardonnay,Woodward Canyon
US,86,28.0,New York,Finger Lakes,Finger Lakes,Rosé,240 Days
US,88,39.0,California,Santa Maria Valley,Central Coast,Chardonnay,La Fenêtre
US,91,60.0,California,Russian River Valley,Sonoma,Chardonnay,Gary Farrell
US,86,26.0,California,Napa Valley,Napa,Sauvignon Blanc,Ledson
US,88,50.0,California,Sonoma County,Sonoma,Red Blend,St. Francis
US,87,18.0,California,Santa Ynez Valley,Central Coast,Rosé,Zaca Mesa
US,91,42.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Panther Creek
US,88,9.0,Washington,Columbia Valley (WA),Columbia Valley,Riesling,Chateau Ste. Michelle
US,93,45.0,California,Atlas Peak,Napa,Syrah,Aril
US,91,50.0,Washington,Walla Walla Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Spring Valley Vineyard
US,88,23.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Machine Breaker
US,90,30.0,California,Dry Creek Valley,Sonoma,Zinfandel,Sbragia
US,83,25.0,California,California,California Other,Sauvignon Blanc,Putah Creek
US,87,16.0,New York,Finger Lakes,Finger Lakes,Riesling,Hazlitt 1852 Vineyards
US,89,52.0,California,Paso Robles,Central Coast,Petite Sirah,MCV
US,90,75.0,California,Sonoma Coast,Sonoma,Pinot Noir,JCB
US,88,38.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Graveyard
US,88,17.0,Oregon,Rogue Valley,Southern Oregon,Grenache,Quady North
US,90,50.0,Washington,Walla Walla Valley (WA),Columbia Valley,Bordeaux-style Red Blend,L'Ecole No. 41
US,83,26.0,California,Paso Robles,Central Coast,Zinfandel,Calcareous
US,91,55.0,Washington,Horse Heaven Hills,Columbia Valley,Merlot,Fidelitas
US,95,50.0,California,El Dorado,Sierra Foothills,Muscat Canelli,Miraflores
US,88,20.0,Washington,Yakima Valley,Columbia Valley,White Blend,Brian Carter Cellars
US,90,45.0,California,Carneros,Napa-Sonoma,Pinot Noir,Carneros Hills
US,93,80.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,The Eyrie Vineyards
US,82,10.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Hoodsport
US,92,45.0,California,Russian River Valley,Sonoma,Pinot Noir,August West
US,87,28.0,California,Santa Barbara County,Central Coast,Petite Sirah,Santa Barbara Winery
US,92,50.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Amalie Robert
US,90,29.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Dunham
US,92,36.0,California,California,California Other,Syrah,Nelle
US,91,95.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,William Hill Estate
US,85,44.0,California,El Pomar District,Central Coast,Cabernet Franc,Midnight
US,90,18.0,Washington,Columbia Valley (WA),Columbia Valley,Rosé,Upsidedown
US,91,25.0,California,Sierra Foothills,Sierra Foothills,Red Blend,Lynch Wines
